"ID","Pays","Region","Departement","Commune","Site","Categorie","Groupe","Type","Variante","Contexte","Periode","Phase","Etape","Indice_confiance","Typo_techno","Emmanchement","Canal_pommeau","Construction_pommeau","Description","Longueur","Conservation","Inventaire","Bibliographie","Commentaires","X","Y"
4032,"Suède","Jönköpings län","Gislaveds kommun, Jönköpings län","Reftele",NA,"Épée à poignée semi-métallique",NA,"Type nordique",NA,"Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K167",NA,13.595704721626,57.175017465897
4033,"Suède","Skåne län","Kristianstads kommun, Skåne län","Ripa",NA,"Épée à poignée semi-métallique",NA,"Type nordique","G2","Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K168",NA,14.2333575264764,55.9113923063904
4034,"Suède","Skåne län","Tomelilla kommun, Skåne län","Svenstorp",NA,"Épée à poignée métallique",NA,"Type nordique","F1","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K171",NA,13.9471121324018,55.4809732035432
4035,"Suède","Skåne län","Ystads kommun, Skåne län","Stora Köpinge",NA,"Épée à poignée semi-métallique",NA,"Type nordique","G1","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K172",NA,13.9456874958734,55.4713635618919
4036,"Suède","Skåne län","Ystads kommun, Skåne län","Stora Köpinge",NA,"Épée à poignée semi-métallique",NA,"Type nordique",NA,"Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K173",NA,13.9456874958734,55.4713635618919
4037,"Suède","Uppsala län","Enköpings kommun, Uppsala län","Torgesta",NA,"Épée à poignée semi-métallique",NA,"Type nordique","G2","Milieu humide","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K174",NA,16.9197827622883,59.6783076392887
4038,"Suède","Kalmar län","Torsås kommun, Kalmar län","Torsås",NA,"Épée à poignée métallique",NA,"Type nordique","C2","Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K175",NA,15.9979338386352,56.4128007178993
4039,"Suède","Skåne län","Ystads kommun, Skåne län","Valleberga",NA,"Épée à poignée métallique",NA,"Type nordique","B1","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K176",NA,14.0627467316894,55.4284680894969
4040,"Suède","Västra Götalands län","Ulricehamns kommun, Västra Götalands län","Älgåsen",NA,"Épée à poignée semi-métallique",NA,"Type nordique","G2","Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K177",NA,13.4168338236226,57.8063216556857
4041,"Suède","Hallands län","Hallands län","Fundort Inconnu",NA,"Épée à poignée semi-métallique",NA,"Type nordique","G2","Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K179",NA,NA,NA
4042,"Suède","Skåne län","Skåne län","Fundort Inconnu",NA,"Épée à poignée semi-métallique",NA,"Type nordique",NA,"Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K180",NA,NA,NA
4043,"Suède",NA,NA,"Fundort Inconnu",NA,"Épée à poignée semi-métallique",NA,"Type nordique","G2","Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K181",NA,NA,NA
4044,"Suède",NA,NA,"Fundort Inconnu",NA,"Épée à poignée semi-métallique",NA,"Type nordique","G2","Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K182",NA,NA,NA
4045,"Suède",NA,NA,"Fundort Inconnu",NA,"Épée à poignée semi-métallique",NA,"Type nordique",NA,"Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K183",NA,NA,NA
4046,"Suède","Skåne län","Skåne län","Fundort Inconnu",NA,"Épée à poignée métallique",NA,"Type nordique","B2","Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K184",NA,NA,NA
4047,"Suède","Skåne","Skåne län","Fundort Inconnu",NA,"Épée à poignée métallique",NA,"Type nordique","B2","Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K185",NA,NA,NA
4048,"Suède","Skåne län","Skåne län","Fundort Inconnu",NA,"Épée à poignée métallique",NA,"Type nordique","F2","Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K186",NA,NA,NA
4049,NA,NA,NA,"Fundort Inconnu",NA,"Épée à poignée métallique",NA,"Type nordique","C2","Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K187",NA,NA,NA
4050,"Allemagne","Mecklenburg-Vorpommern","Gem. Pripsleben, Lkr. Demmin","Barkow",NA,"Épée à poignée métallique",NA,"Type nordique","C1","Isolé","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K188",NA,13.1792426371011,53.7075575605855
4051,"Allemagne","Mecklenburg-Vorpommern","Gem. Altenmedingen, Lkr. Uelzen","Bohndorf",NA,"Épée à poignée métallique",NA,"Type nordique","C2","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K189",NA,10.6332392548973,53.1774757542636
4052,"Allemagne","Mecklenburg-Vorpommern",NA,"Mark Brandenburg",NA,"Épée à poignée métallique",NA,"Type nordique","C2","Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K190",NA,NA,NA
4053,"Allemagne","Mecklenburg-Vorpommern","Gem. Zehna, Lkr. Güstrow","Braunsberg",NA,"Épée à poignée métallique",NA,"Type nordique","C2","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K191",NA,12.147238401856,53.7285237380048
4054,"Allemagne","Mecklenburg-Vorpommern","Gem. Sarmstorf, Lkr. Güstrow","Bredentin",NA,"Épée à poignée métallique",NA,"Type nordique","C2","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K192",NA,12.1957497928439,53.8537087733048
4055,"Allemagne","Mecklenburg-Vorpommern","Lkr. Parchim","Dabel",NA,"Épée à poignée métallique",NA,"Type nordique","F2","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K193",NA,11.8911025468669,53.6647503041814
4056,"Allemagne","Mecklenburg-Vorpommern","Lkr. Lüneburg","Deutsch-Evern",NA,"Épée à poignée semi-métallique",NA,"Type nordique","G2","Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K194",NA,10.4336378143613,53.199615695957
4057,"Allemagne","Mecklenburg-Vorpommern","Lkr. Parchim","Friedrichsruhe",NA,"Épée à poignée métallique",NA,"Type nordique","F2","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K195",NA,11.7476427637169,53.5293230421611
4058,"Allemagne","Mecklenburg-Vorpommern","Gem. Wusterhusen, Lkr. Ostvorpommern","Gustebin",NA,"Épée à poignée métallique",NA,"Type nordique","F2","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K196",NA,13.6049981066058,54.0932550117309
4059,"Allemagne","Mecklenburg-Vorpommern","Lkr. Güstrow","environs de Güstrow",NA,"Épée à poignée métallique",NA,"Type nordique","F1","Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K197",NA,12.1859397662626,53.7989900636603
4060,"Allemagne","Niedersachsen","Lkr. Harburg","Meckelfeld",NA,"Épée à poignée métallique",NA,"Type nordique","A1","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K198",NA,10.0215777792069,53.4212643044019
4061,"Allemagne","Mecklenburg-Vorpommern",NA,"Mecklenburg",NA,"Épée à poignée métallique",NA,"Type nordique","C2","Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K199",NA,NA,NA
4062,"Allemagne","Mecklenburg-Vorpommern","Gem. Zirkow, Lkr. Rügen","Nistelitz",NA,"Épée à poignée métallique",NA,"Type nordique","E","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K200",NA,13.5688498942485,54.3645201689593
4063,"Allemagne","Mecklenburg-Vorpommern","Gem. Plate, Lkr. Parchim","Peckatel",NA,"Épée à poignée métallique",NA,"Type nordique","F2","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K201",NA,11.5270877833994,53.5574850749772
4064,"Allemagne","Mecklenburg-Vorpommern","Gem. Lockwisch, Lkr. Nordwestmecklenburg","Petersberg",NA,"Épée à poignée métallique",NA,"Type nordique","F2","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K202",NA,10.8870326431055,53.829065204695
4065,"Allemagne","Mecklenburg-Vorpommern","Lkr. Nordvorpommern","Preetz",NA,"Épée à poignée métallique",NA,"Type nordique","B","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K203",NA,10.2779236314839,54.2314708160019
4066,"Allemagne","Mecklenburg-Vorpommern","Lkr. Demmin","Pripsleben",NA,"Épée à poignée métallique",NA,"Type nordique","F2","Isolé","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K204",NA,13.1793197355887,53.7110107434107
4067,"Allemagne","Mecklenburg-Vorpommern","Lkr. Bad Doberan","Roggow",NA,"Épée à poignée métallique",NA,"Type nordique","F2","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K206",NA,11.6327282540073,54.0738337706979
4068,"Allemagne","Mecklenburg-Vorpommern",NA,"Rostock",NA,"Épée à poignée métallique",NA,"Type nordique","C2","Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K207",NA,12.1036461147383,54.0880104465933
4069,"Allemagne","Mecklenburg-Vorpommern","Lkr. Rügen","Insel Rügen",NA,"Épée à poignée métallique",NA,"Type nordique","F2","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K208",NA,NA,NA
4070,"Allemagne","Mecklenburg-Vorpommern","Gem. Poggelow, Lkr. Güstrow","Schwasdorf",NA,"Épée à poignée métallique",NA,"Type nordique","F2","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K209",NA,12.6073159782887,53.9090526059963
4071,"Allemagne","Mecklenburg-Vorpommern","Ot. von Parchim, Lkr. Parchim","Slate",NA,"Épée à poignée semi-métallique",NA,"Type nordique","G2","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K210",NA,11.8524915083675,53.3976300217013
4072,"Allemagne","Mecklenburg-Vorpommern","Lkr. Parchim","Sternberg",NA,"Épée à poignée métallique",NA,"Type nordique","F2","Isolé","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K211",NA,11.8229929091709,53.7129816304032
4073,"Allemagne","Mecklenburg-Vorpommern","Lkr. Demmin","environs de Stubbendorf (?)",NA,"Épée à poignée métallique",NA,"Type nordique","F2","Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K212",NA,12.5302163915381,54.0835017607128
4074,"Allemagne","Mecklenburg-Vorpommern","Lkr. Müritz","Walow",NA,"Épée à poignée métallique",NA,"Type nordique","F2","Milieu humide","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K213",NA,12.4667520805657,53.4210089810293
4075,"Allemagne","Mecklenburg-Vorpommern","Lkr. Müritz","Waren",NA,"Épée à poignée métallique",NA,"Type nordique","C2","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K214",NA,12.6760189960034,53.5169812100074
4076,"Allemagne","Mecklenburg-Vorpommern","Gem. Passow, Lkr. Parchim","Weisin",NA,"Épée à poignée métallique",NA,"Type nordique","C2","Isolé","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K215",NA,12.0770284755622,53.4999429753294
4077,"Allemagne","Mecklenburg-Vorpommern","Gem. Telschow-Weitgendorf, Lkr. Prignitz","Weitgendorf",NA,"Épée à poignée métallique",NA,"Type nordique","F2","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K216",NA,12.0919367777435,53.2695325669038
4078,"Allemagne","Mecklenburg-Vorpommern","Lkr. Stendal","Wittenmoor",NA,"Épée à poignée métallique",NA,"Type nordique","C2","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K217",NA,11.6631851467687,52.5282228999393
4079,"Allemagne","Mecklenburg-Vorpommern","Gem. Wardow, Lkr. Güstrow","Wozeten",NA,"Épée à poignée métallique",NA,"Type nordique","C2","Funéraire","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K218",NA,12.4409144866063,53.9128461816253
4080,"Suède","Blekinge län","Olofströms kommun, Blekinge län","Jämshög",NA,"Épée à poignée métallique",NA,NA,NA,"Inconnu","Bronze final","Bronze final 1-2a",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K219",NA,14.5298370597092,56.2409871719841
4081,"Danemark","Holbæk Amt","Ksp. Odden, Ods Herred, Holbæk Amt","Overby Lyng",NA,"Épée à poignée métallique",NA,"Inconnu",NA,"Funéraire","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, A6",NA,11.4330823376498,55.9612492008466
4082,"Danemark","Maribo Amt","Ksp. Stokkemarke, Lollands Sønder-Herred, Maribo Amt","Stensgård",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Hajdúsámson","Milieu humide","Bronze ancien-moyen",NA,NA,4,"EPC3a","Rivets",0,"Coulé",NA,NA,NA,NA,"Bunnefeld 2016, A16",NA,11.352183325581,54.8194344655659
4083,"Danemark","Maribo Amt","Ksp. Bregninge, Musse Herred, Maribo Amt","Torupgårde",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Hajdúsámson","Milieu humide","Bronze ancien-moyen",NA,NA,4,"EPC3a","Rivets",0,"Coulé",NA,NA,NA,NA,"Bunnefeld 2016, A17",NA,10.3101818592052,54.8924464607269
4084,"Danemark","Svendborg Amt","Ksp. Ørbæk, Vindinge Herred, Svendborg Amt","Risskov",NA,"Épée à poignée métallique",NA,"Au-Valsømagle","A2","Inconnu","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, A20",NA,10.6905715384641,55.2839480392589
4085,"Danemark","Viborg Amt","Ksp. Sønder-Rind, Middelsom Herred, Viborg Amt","Rind",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Apparenté","Funéraire","Bronze ancien-moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, A28",NA,9.46760228342383,56.3929404382844
4091,"Danemark","Randers Amt","Ksp. Ørum, Djurs Nørre Herred, Randers Amt","Dystrup",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Hajdúsámson","Dépôt","Bronze ancien-moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, A36",NA,10.6542349958704,56.4485299613884
4092,"Danemark","Randers Amt","Ksp. Ørum, Djurs Nørre Herred, Randers Amt","Dystrup",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Oradea","Dépôt","Bronze ancien-moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, A37",NA,10.6542349958704,56.4485299613884
4093,"Danemark","Randers Amt","Ksp. Ørum, Djurs Nørre Herred, Randers Amt","Dystrup",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Oradea","Dépôt","Bronze ancien-moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, A38",NA,10.6542349958704,56.4485299613884
4090,"Danemark","Randers Amt","Ksp. Ørum, Djurs Nørre Herred, Randers Amt","Dystrup",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Hajdúsámson","Dépôt","Bronze ancien-moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, A35",NA,10.6542349958704,56.4485299613884
4086,"Danemark","Randers Amt","Ksp. Ørum, Djurs Nørre Herred, Randers Amt","Dystrup",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Hajdúsámson","Dépôt","Bronze ancien-moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, A31",NA,10.6542349958704,56.4485299613884
4087,"Danemark","Randers Amt","Ksp. Ørum, Djurs Nørre Herred, Randers Amt","Dystrup",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Hajdúsámson","Dépôt","Bronze ancien-moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, A32",NA,10.6542349958704,56.4485299613884
4088,"Danemark","Randers Amt","Ksp. Ørum, Djurs Nørre Herred, Randers Amt","Dystrup",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Hajdúsámson","Dépôt","Bronze ancien-moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, A33",NA,10.6542349958704,56.4485299613884
4089,"Danemark","Randers Amt","Ksp. Ørum, Djurs Nørre Herred, Randers Amt","Dystrup",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Hajdúsámson","Dépôt","Bronze ancien-moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, A34",NA,10.6542349958704,56.4485299613884
4094,"Danemark","Skanderborg Amt","Ksp. Adslev, Hjelmslev Herred, Skanderborg Amt","environs de Silkeborg",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Hajdúsámson","Inconnu","Bronze ancien-moyen",NA,NA,2,NA,"Rivets",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, A42",NA,9.56919920920708,56.1733837358957
4095,"Danemark","Vejle Amt","Ksp. Vejle, Nørvang Herred, Vejle Amt","environs de Vejle",NA,"Épée à poignée métallique",NA,"Au-Valsømagle","A1","Isolé","Bronze ancien-moyen",NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, A44",NA,9.52351769058987,55.7042612324527
4096,"Allemagne","Schleswig-Holstein","Altkreis Südtondern, Amrum, Schleswig-Holstein","Nebel",NA,"Épée à poignée métallique",NA,"Inconnu",NA,"Funéraire","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, A45",NA,8.3460467518046,54.6495745906903
4097,"Allemagne","Schleswig-Holstein","Kr. Plön, Schleswig-Holstein","Rastorf",NA,"Épée à poignée semi-métallique",NA,"Hajdúsámson-Apa","Apparenté","Funéraire","Bronze ancien-moyen",NA,NA,4,"EPSM3","Rivets",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, A46",NA,10.3312019515712,54.2812499949754
4098,"Danemark (?)","Inconnu",NA,"Provenance inconnue",NA,"Épée à poignée métallique",NA,"Au-Valsømagle","Apparenté","Inconnu","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, A47",NA,NA,NA
4099,"Norvège","Møre og Romsdal fylke","Ålesund kommune, Møre og Romsdal fylke","Blindheim",NA,"Épée à poignée métallique",NA,"Inconnu",NA,"Dépôt","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K1",NA,6.38289561634434,62.4474052544508
4100,"Norvège","Oppland fylke","Jevnaker kommun, Oppland fylke","Rønnerud",NA,"Épée à poignée métallique",NA,"Spatzenhausen","Apparenté","Inconnu","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K2",NA,10.4340089809167,60.2414817125127
4101,"Suède","Uppsala län","Uppsala kommun, Uppsala län","Bragby",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Hajdúsámson","Milieu humide","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K3",NA,17.4320392851311,59.7894381700714
4102,"Suède","Kalmar län","Mörbylånga kommun, Kalmar län","Karlevi",NA,"Épée à poignée métallique",NA,"Inconnu",NA,"Inconnu","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K5",NA,16.4700217673888,56.596780848455
4103,"Suède","Södermanlands län","Södermanlands län","Mosstugan",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Hajdúsámson","Milieu humide","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K6",NA,17.1345173546203,59.0823763946449
4105,"Suède","Kalmar län","Kalmar kommun, Kalmar län","Vallby",NA,"Épée à poignée métallique",NA,"Spatzenhausen",NA,"Milieu humide","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K12",NA,16.1517534147509,56.5677288578136
4104,"Suède","Kalmar län","Kalmar kommun, Kalmar län","Vallby",NA,"Épée à poignée métallique",NA,"Au-Valsømagle","A2a","Milieu humide","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K11",NA,16.1517534147509,56.5677288578136
4106,"Suède",NA,NA,"Provenance inconnue",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Oradea","Inconnu","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K16",NA,NA,NA
4107,"Allemagne","Mecklenburg-Vorpommern","Lkr. Güstrow","Alt-Sührkow",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Hajdúsámson","Milieu humide","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K17",NA,12.6502274907072,53.8043036027763
4108,"Allemagne","Hessen","Werra-Meißner-Kreis, Hessen","environs d'Eschwege",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Oradea","Inconnu","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K18",NA,10.0457201916216,51.1883475959477
4110,"Allemagne","Sachsen-Anhalt","Gem. Unstruttal, Burgenlandkreis, Sachsen-Anhalt","Nebra",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Apparenté","Dépôt","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K20",NA,11.5679691209805,51.2763597234649
4109,"Allemagne","Sachsen-Anhalt","Gem. Unstruttal, Burgenlandkreis, Sachsen-Anhalt","Nebra",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Apparenté","Dépôt","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K19",NA,11.5679691209805,51.2763597234649
4112,"Pologne","woj. Zachodniopomorskie","woj. Zachodniopomorskie (Westpommern)","Rożnowo (Rosenfelde)",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Oradea","Dépôt","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K22",NA,16.8771794803311,52.6743813261881
4111,"Pologne","woj. Zachodniopomorskie","woj. Zachodniopomorskie (Westpommern)","Rożnowo (Rosenfelde)",NA,"Épée à poignée métallique",NA,"Hajdúsámson-Apa","Oradea","Dépôt","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K21",NA,16.8771794803311,52.6743813261881
4113,"Pologne","woj. Dolnośląskie","woj. Dolnośląskie (Niederschlesien)","Złotoryja (Goldberg)",NA,"Épée à poignée métallique",NA,"Au-Valsømagle","A2a","Inconnu","Bronze ancien-moyen",NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Bunnefeld 2016, K23",NA,15.9225696665664,51.1250794788377
